     DATE        TIME   ,  Infosys,Wipro,TATA MOTORS,BAJAJ FINANCE,BANK OF INDIA,BIRLA,BOSCH,HDFC
2021-01-27 12:42:14.594503,1316.76,450.15,270.12,4863.72,50.07,719.34,385.75,15779.02,1450.13
2021-01-27 12:42:25.898740,1316.76,450.15,270.12,4863.72,50.07,719.34,385.75,15779.02,1450.13
2021-01-27 12:42:37.429395,1316.71,450.15,270.12,4863.72,50.07,719.34,385.75,15779.02,1450.13
2021-01-27 12:42:49.965667,1316.71,450.15,270.12,4863.72,50.07,719.34,385.75,15779.02,1450.13
2021-01-27 12:43:01.183504,1316.71,450.15,270.12,4863.72,50.07,719.34,385.75,15779.02,1450.11
2021-01-27 12:43:12.542715,1316.71,450.15,270.12,4863.69,50.07,719.34,385.75,15779.02,1450.11
2021-01-27 12:43:23.667293,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.02,1450.06
2021-01-27 12:43:34.854563,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.02,1450.06
2021-01-27 12:43:46.353984,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.07,1450.06
2021-01-27 12:43:57.632946,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.07,1450.06
2021-01-27 12:44:08.945586,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.07,1450.06
2021-01-27 12:44:20.039240,1316.71,450.15,270.12,4863.69,50.07,719.34,385.81,15779.07,1450.06
2021-01-27 12:44:31.085164,1316.66,450.15,270.12,4863.69,50.07,719.34,385.81,15779.07,1450.06
2021-01-27 12:44:42.265394,1316.66,450.15,270.12,4863.69,50.07,719.33,385.81,15779.07,1450.06
2021-01-27 12:44:53.817394,1316.66,450.15,270.12,4863.69,50.07,719.33,385.81,15779.07,1450.06
2021-01-27 12:45:05.083325,1316.66,450.15,270.12,4863.68,50.07,719.33,385.81,15779.07,1449.91
2021-01-27 12:45:16.638993,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.07,1449.89
2021-01-27 12:45:28.136432,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.07,1449.89
2021-01-27 12:45:39.127190,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.07,1449.89
2021-01-27 12:45:50.394787,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.08,1449.89
2021-01-27 12:46:01.759960,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.2,1449.88
2021-01-27 12:46:12.638936,1316.66,450.15,270.12,4863.68,50.07,719.33,385.82,15779.08,1449.89
2021-01-27 12:46:23.803434,1316.64,450.14,270.12,4863.68,50.07,719.33,385.82,15779.08,1449.89
2021-01-27 12:46:34.467416,1316.64,450.14,270.12,4863.68,50.07,719.33,385.82,15779.08,1449.89
2021-01-27 12:46:45.975605,1316.64,450.14,270.12,4863.68,50.07,719.32,385.83,15779.2,1449.88
2021-01-27 12:46:57.044042,1316.65,450.14,270.12,4863.67,50.07,719.32,385.85,15779.08,1449.88
2021-01-27 12:47:08.159526,1316.64,450.14,270.12,4863.67,50.07,719.32,385.85,15779.08,1449.88
2021-01-27 12:47:19.303890,1316.64,450.14,270.12,4863.67,50.07,719.32,385.85,15779.08,1449.88
2021-01-27 12:47:31.976299,1316.64,450.14,270.12,4863.67,50.07,719.32,385.85,15779.2,1449.88
2021-01-27 12:47:43.209540,1316.64,450.14,270.12,4863.67,50.07,719.32,385.85,15779.2,1449.77
2021-01-27 12:47:54.378658,1316.64,450.15,270.12,4863.67,50.07,719.32,385.85,15779.2,1449.77
2021-01-27 12:48:05.416863,1316.61,450.15,270.12,4863.67,50.07,719.32,385.85,15780.01,1449.77
2021-01-27 12:48:16.752880,1316.61,450.14,270.12,4863.67,50.07,719.32,385.85,15780.01,1449.77
2021-01-27 12:48:27.890021,1316.61,450.14,270.12,4863.68,50.07,719.3,385.85,15780.01,1449.7
2021-01-27 12:48:39.024165,1316.61,450.14,270.12,4863.67,50.07,719.3,385.85,15780.01,1449.77
2021-01-27 12:48:50.251251,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.01,1449.77
2021-01-27 12:49:01.142543,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.01,1449.77
2021-01-27 12:49:12.349643,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.01,1449.77
2021-01-27 12:49:23.948501,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.02,1449.7
2021-01-27 12:49:35.576338,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.02,1449.64
2021-01-27 12:49:47.531975,1316.61,450.14,270.12,4863.67,50.07,719.3,385.89,15780.05,1449.64
2021-01-27 12:49:58.857002,1316.58,450.14,270.12,4863.67,50.07,719.3,385.89,15780.05,1449.64
2021-01-27 12:50:10.091084,1316.58,450.14,270.12,4863.67,50.07,719.3,385.89,15780.05,1449.64
2021-01-27 12:50:21.398122,1316.58,450.14,270.12,4863.67,50.07,719.3,385.89,15780.05,1449.64
2021-01-27 12:50:32.379360,1316.58,450.14,270.12,4863.65,50.07,719.3,385.89,15780.05,1449.66
2021-01-27 12:50:43.976217,1316.58,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.64
2021-01-27 12:50:55.043258,1316.58,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.64
2021-01-27 12:51:06.540182,1316.58,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.64
2021-01-27 12:51:17.702306,1316.58,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.59
2021-01-27 12:51:29.310156,1316.58,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.59
2021-01-27 12:51:40.359352,1316.56,450.13,270.12,4863.65,50.07,719.3,385.91,15780.05,1449.59
2021-01-27 12:51:51.592435,1316.56,450.13,270.12,4863.65,50.07,719.3,385.91,15780.08,1449.59
2021-01-27 12:52:03.021397,1316.55,450.13,270.12,4863.65,50.07,719.3,385.91,15780.08,1449.59
2021-01-27 12:52:14.325435,1316.56,450.13,270.12,4863.65,50.07,719.3,385.91,15780.08,1449.59
2021-01-27 12:52:25.346651,1316.55,450.13,270.12,4863.65,50.07,719.3,385.91,15780.08,1449.55
2021-01-27 12:52:36.373858,1316.56,450.13,270.12,4863.64,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:52:47.480018,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.08,1449.59
2021-01-27 12:52:58.510228,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.08,1449.59
2021-01-27 12:53:09.429503,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.08,1449.49
2021-01-27 12:53:20.530322,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.08,1449.55
2021-01-27 12:53:32.019489,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.08,1449.49
2021-01-27 12:53:42.887780,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:53:53.867733,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:54:04.673604,1316.51,450.13,270.12,4863.65,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:54:15.621276,1316.51,450.13,270.12,4863.65,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:54:26.541305,1316.51,450.13,270.12,4863.64,50.07,719.3,385.92,15780.09,1449.49
2021-01-27 12:54:37.450939,1316.51,450.13,270.12,4863.64,50.07,719.3,385.94,15780.09,1449.49
2021-01-27 12:54:48.475492,1316.51,450.13,270.12,4863.64,50.07,719.29,385.94,15780.09,1449.49
2021-01-27 12:54:59.455466,1316.51,450.13,270.12,4863.64,50.07,719.29,385.94,15780.09,1449.47
2021-01-27 12:55:10.355475,1316.51,450.13,270.12,4863.64,50.07,719.29,385.94,15780.09,1449.47
2021-01-27 12:55:21.258966,1316.51,450.13,270.12,4863.64,50.07,719.29,385.94,15780.09,1449.47
2021-01-27 12:55:32.116809,1316.48,450.13,270.12,4863.64,50.07,719.29,385.94,15780.09,1449.47
2021-01-27 12:55:43.177244,1316.48,450.13,270.12,4863.64,50.07,719.29,385.94,15780.18,1449.44
2021-01-27 12:55:54.265816,1316.48,450.13,270.12,4863.64,50.07,719.29,385.94,15780.18,1449.42
2021-01-27 12:56:05.438500,1316.48,450.12,270.12,4863.64,50.07,719.29,385.94,15780.18,1449.42
2021-01-27 12:56:16.371246,1316.48,450.12,270.12,4863.63,50.07,719.29,385.94,15780.18,1449.44
2021-01-27 12:56:27.418797,1316.48,450.12,270.12,4863.63,50.07,719.29,385.96,15780.18,1449.42
2021-01-27 12:56:38.576689,1316.48,450.12,270.12,4863.63,50.07,719.3,385.96,15780.18,1449.42
2021-01-27 12:56:49.511507,1316.48,450.12,270.12,4863.63,50.07,719.3,385.96,15780.18,1449.42
2021-01-27 12:57:00.860398,1316.48,450.12,270.12,4863.63,50.07,719.3,385.96,15780.18,1449.42
2021-01-27 12:57:11.770945,1316.48,450.12,270.12,4863.63,50.07,719.3,385.96,15780.18,1449.42
2021-01-27 12:57:22.762145,1316.37,450.12,270.12,4863.63,50.07,719.3,385.96,15780.27,1449.31
2021-01-27 12:57:33.663994,1316.37,450.12,270.12,4863.63,50.07,719.3,385.96,15780.27,1449.31
2021-01-27 12:57:44.608390,1316.37,450.12,270.12,4863.63,50.07,719.3,385.96,15780.27,1449.31
2021-01-27 12:57:55.601041,1316.37,450.11,270.12,4863.63,50.07,719.3,385.96,15780.27,1449.31
2021-01-27 12:58:06.546914,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.31
2021-01-27 12:58:17.692770,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.31
2021-01-27 12:58:28.659915,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.31
2021-01-27 12:58:40.318561,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.31
2021-01-27 12:58:51.287033,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.23
2021-01-27 12:59:02.202595,1316.37,450.11,270.12,4863.62,50.07,719.3,385.97,15780.27,1449.23
2021-01-27 12:59:13.210997,1316.33,450.11,270.12,4863.62,50.07,719.3,385.97,15780.46,1449.23
2021-01-27 12:59:24.781529,1316.32,450.11,270.12,4863.62,50.07,719.3,385.97,15780.46,1449.23
2021-01-27 12:59:35.648437,1316.33,450.11,270.12,4863.62,50.07,719.3,385.97,15780.46,1449.23
2021-01-27 12:59:47.639585,1316.33,450.11,270.12,4863.62,50.07,719.3,385.97,15780.46,1449.23
2021-01-27 12:59:58.589439,1316.32,450.1,270.12,4863.62,50.07,719.3,385.98,15780.46,1449.23
2021-01-27 13:00:09.773173,1316.32,450.1,270.12,4863.62,50.07,719.3,385.98,15780.46,1449.23
2021-01-27 13:00:20.652522,1316.32,450.1,270.12,4863.62,50.07,719.3,385.98,15780.46,1449.23
2021-01-27 13:00:31.747748,1316.32,450.1,270.12,4863.62,50.07,719.3,385.98,15780.46,1449.23
2021-01-27 13:00:42.773239,1316.32,450.1,270.12,4863.62,50.07,719.3,385.98,15780.46,1449.14
2021-01-27 13:00:54.076044,1316.28,450.1,270.12,4863.62,50.07,719.3,385.98,15780.67,1449.14
2021-01-27 13:01:04.934651,1316.28,450.1,270.12,4863.62,50.07,719.3,385.98,15780.67,1449.14
2021-01-27 13:01:15.859222,1316.28,450.1,270.12,4863.62,50.07,719.3,385.98,15780.67,1449.14
2021-01-27 13:01:26.791850,1316.28,450.1,270.12,4863.62,50.07,719.3,385.98,15780.67,1449.14
2021-01-27 13:01:37.657299,1316.28,450.1,270.12,4863.64,50.07,719.3,385.98,15780.67,1449.14
2021-01-27 13:01:48.678792,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.67,1448.94
2021-01-27 13:01:59.914797,1316.28,450.1,270.12,4863.64,50.07,719.3,385.98,15780.75,1448.94
2021-01-27 13:02:10.923593,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.75,1448.94
2021-01-27 13:02:21.928211,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.67,1448.94
2021-01-27 13:02:32.943329,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.75,1448.94
2021-01-27 13:02:43.896567,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.75,1448.86
2021-01-27 13:02:54.811543,1316.28,450.1,270.12,4863.64,50.07,719.3,385.99,15780.75,1448.86
2021-01-27 13:03:05.669920,1316.26,450.1,270.12,4863.64,50.07,719.3,385.99,15780.75,1448.94
2021-01-27 13:03:16.652135,1316.26,450.1,270.13,4863.64,50.07,719.3,385.99,15780.75,1448.86
2021-01-27 13:03:27.586020,1316.26,450.1,270.13,4863.64,50.07,719.3,385.99,15780.75,1448.94
2021-01-27 13:03:38.496541,1316.26,450.1,270.13,4863.64,50.07,719.3,385.99,15780.75,1448.74
2021-01-27 13:03:49.490230,1316.26,450.1,270.13,4863.64,50.07,719.3,385.99,15780.75,1448.86
2021-01-27 13:04:00.505000,1316.26,450.1,270.13,4863.64,50.07,719.3,386.01,15780.8,1448.74
2021-01-27 13:04:11.476099,1316.26,450.1,270.13,4863.64,50.07,719.3,386.01,15780.78,1448.86
2021-01-27 13:04:22.606013,1316.26,450.1,270.13,4863.64,50.07,719.3,386.01,15780.78,1448.74
2021-01-27 13:04:33.401572,1316.26,450.1,270.13,4863.64,50.07,719.3,386.01,15780.8,1448.74
2021-01-27 13:04:44.310045,1316.26,450.1,270.13,4863.63,50.07,719.3,386.01,15780.81,1448.74
2021-01-27 13:04:55.624554,1316.26,450.1,270.13,4863.64,50.07,719.3,386.01,15780.8,1448.74
2021-01-27 13:05:06.853854,1316.26,450.1,270.13,4863.63,50.07,719.3,386.01,15780.8,1448.74
2021-01-27 13:05:17.913878,1316.24,450.1,270.13,4863.63,50.07,719.3,386.01,15780.8,1448.74
2021-01-27 13:05:28.903502,1316.24,450.1,270.13,4863.63,50.07,719.3,386.01,15780.81,1448.74
2021-01-27 13:05:40.050093,1316.24,450.1,270.13,4863.63,50.07,719.3,386.01,15780.81,1448.74
2021-01-27 13:05:51.210631,1316.24,450.1,270.13,4863.63,50.07,719.29,386.02,15780.95,1448.74
2021-01-27 13:06:02.410825,1316.24,450.1,270.13,4863.62,50.07,719.29,386.02,15780.81,1448.6
2021-01-27 13:06:13.315356,1316.24,450.1,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:06:24.183130,1316.24,450.1,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:06:35.395520,1316.24,450.1,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:06:46.408521,1316.24,450.1,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:06:57.316546,1316.24,450.1,270.13,4863.62,50.06,719.29,386.02,15780.95,1448.6
2021-01-27 13:07:08.317553,1316.23,450.1,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:07:19.238048,1316.23,450.09,270.13,4863.62,50.07,719.29,386.02,15780.95,1448.6
2021-01-27 13:07:30.643835,1316.22,450.09,270.13,4863.61,50.06,719.3,386.02,15780.95,1448.6
2021-01-27 13:07:42.918104,1316.22,450.09,270.13,4863.61,50.06,719.3,386.01,15780.97,1448.6
2021-01-27 13:07:54.286486,1316.22,450.09,270.13,4863.61,50.06,719.3,386.01,15780.97,1448.6
2021-01-27 13:08:05.228806,1316.22,450.09,270.13,4863.58,50.06,719.3,386.01,15780.97,1448.6
2021-01-27 13:08:17.729452,1316.22,450.09,270.13,4863.58,50.04,719.3,386.01,15780.97,1448.6
2021-01-27 13:08:28.713991,1316.22,450.09,270.13,4863.58,50.04,719.3,386.01,15780.97,1448.43
2021-01-27 13:08:40.772187,1316.21,450.09,270.13,4863.58,50.04,719.3,386.01,15780.97,1448.43
2021-01-27 13:08:51.757446,1316.21,450.09,270.13,4863.58,50.04,719.29,386.01,15780.97,1448.43
2021-01-27 13:09:02.652638,1316.21,450.09,270.13,4863.58,50.04,719.29,386.01,15780.97,1448.43
2021-01-27 13:09:13.914562,1316.21,450.09,270.13,4863.58,50.04,719.29,386.01,15780.97,1448.43
2021-01-27 13:09:24.872210,1316.21,450.09,270.13,4863.58,50.04,719.3,386.01,15781.11,1448.43
2021-01-27 13:09:36.123337,1316.21,450.09,270.13,4863.58,50.04,719.29,386.0,15781.11,1448.43
2021-01-27 13:09:47.257765,1316.21,450.09,270.13,4863.58,50.04,719.29,386.0,15781.11,1448.43
2021-01-27 13:09:58.429603,1316.21,450.09,270.13,4863.56,50.04,719.29,386.0,15781.11,1448.43
2021-01-27 13:10:09.361631,1316.21,450.09,270.13,4863.56,50.04,719.29,386.0,15781.11,1448.43
2021-01-27 13:10:20.711395,1316.21,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.43
2021-01-27 13:10:31.971378,1316.16,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.35
2021-01-27 13:10:43.469365,1316.16,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.35
2021-01-27 13:10:54.400514,1316.16,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.35
2021-01-27 13:11:05.267306,1316.16,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.35
2021-01-27 13:11:16.309985,1316.16,450.09,270.13,4863.56,50.04,719.29,386.0,15781.16,1448.35
2021-01-27 13:11:28.002451,1316.16,450.09,270.13,4863.56,50.04,719.29,385.99,15781.16,1448.35
2021-01-27 13:11:39.453460,1316.16,450.09,270.13,4863.55,50.04,719.29,385.98,15781.16,1448.35
2021-01-27 13:11:50.879956,1316.16,450.09,270.13,4863.55,50.04,719.29,385.98,15781.16,1448.35
2021-01-27 13:12:01.683233,1316.16,450.09,270.13,4863.55,50.04,719.29,385.98,15781.16,1448.35
2021-01-27 13:12:12.750785,1316.16,450.09,270.13,4863.55,50.04,719.29,385.98,15781.19,1448.35
2021-01-27 13:12:23.714422,1316.16,450.09,270.13,4863.55,50.04,719.29,385.98,15781.16,1448.25
2021-01-27 13:12:35.860224,1316.14,450.09,270.12,4863.55,50.04,719.29,385.98,15781.19,1448.25
2021-01-27 13:12:47.081805,1316.14,450.08,270.12,4863.55,50.04,719.29,385.98,15781.19,1448.29
2021-01-27 13:12:58.067817,1316.14,450.08,270.12,4863.55,50.04,719.29,385.98,15781.19,1448.29
2021-01-27 13:13:08.902483,1316.14,450.08,270.12,4863.55,50.04,719.29,385.98,15781.19,1448.29
2021-01-27 13:13:19.966357,1316.14,450.08,270.12,4863.55,50.04,719.29,385.98,15781.19,1448.25
2021-01-27 13:13:30.883579,1316.14,450.08,270.12,4863.54,50.04,719.29,385.98,15781.19,1448.25
2021-01-27 13:13:42.186158,1316.14,450.08,270.12,4863.54,50.04,719.29,385.98,15781.19,1448.29
2021-01-27 13:13:52.987374,1316.14,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.29
2021-01-27 13:14:04.160394,1316.14,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:14:15.290110,1316.14,450.08,270.12,4863.54,50.04,719.29,385.98,15781.19,1448.25
2021-01-27 13:14:26.307499,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:14:37.644267,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:14:49.064428,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:00.272525,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:11.187899,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:23.242478,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:34.470072,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:45.403212,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.26,1448.16
2021-01-27 13:15:56.330739,1316.12,450.08,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:16:07.494237,1316.1,450.08,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:16:18.242726,1316.1,450.08,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:16:29.164975,1316.1,450.08,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:16:40.075225,1316.09,450.07,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.11
2021-01-27 13:16:51.292672,1316.1,450.08,270.12,4863.54,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:17:02.269628,1316.09,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.11
2021-01-27 13:17:13.288872,1316.1,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.11
2021-01-27 13:17:24.281427,1316.1,450.08,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:17:35.657925,1316.1,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.11
2021-01-27 13:17:46.654286,1316.09,450.07,270.12,4863.53,50.04,719.29,385.98,15781.29,1448.11
2021-01-27 13:17:58.227705,1316.07,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.12
2021-01-27 13:18:09.167720,1316.08,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:18:20.344144,1316.08,450.07,270.12,4863.53,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:18:31.299390,1316.08,450.07,270.12,4863.53,50.04,719.29,385.98,15781.29,1448.04
2021-01-27 13:18:42.592032,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:18:53.929693,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:19:04.774917,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:19:15.698112,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.28,1448.04
2021-01-27 13:19:26.582325,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.39,1448.02
2021-01-27 13:19:37.535484,1316.08,450.07,270.12,4863.52,50.04,719.29,385.98,15781.39,1448.02
2021-01-27 13:19:48.587196,1316.06,450.07,270.12,4863.52,50.04,719.29,385.98,15781.39,1448.02
2021-01-27 13:19:59.626613,1316.06,450.07,270.12,4863.52,50.04,719.29,385.98,15781.39,1448.02
2021-01-27 13:20:10.504891,1316.06,450.07,270.12,4863.52,50.04,719.29,385.98,15781.39,1448.02
2021-01-27 13:20:21.485130,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.39,1448.02
2021-01-27 13:20:32.447379,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.39,1448.02
2021-01-27 13:20:43.624497,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.39,1448.02
2021-01-27 13:20:54.876567,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.39,1448.02
2021-01-27 13:21:05.857806,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.49,1448.02
2021-01-27 13:21:16.760093,1316.06,450.07,270.12,4863.51,50.04,719.3,385.98,15781.49,1448.0
2021-01-27 13:21:27.725829,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.49,1447.97
2021-01-27 13:21:38.835416,1316.06,450.07,270.12,4863.52,50.04,719.3,385.98,15781.49,1447.97
2021-01-27 13:21:49.847114,1316.03,450.07,270.12,4863.52,50.04,719.3,385.98,15781.49,1447.97
2021-01-27 13:22:02.385569,1316.03,450.07,270.12,4863.51,50.04,719.31,385.98,15781.49,1447.95
2021-01-27 13:22:13.628682,1316.03,450.07,270.12,4863.52,50.04,719.3,385.98,15781.49,1447.95
2021-01-27 13:22:24.562099,1316.03,450.06,270.12,4863.52,50.04,719.31,385.98,15781.49,1447.95
2021-01-27 13:22:35.567019,1316.03,450.06,270.12,4863.52,50.04,719.31,385.98,15781.49,1447.95
2021-01-27 13:22:46.598428,1316.03,450.06,270.12,4863.51,50.04,719.31,385.98,15781.49,1447.95
2021-01-27 13:22:58.000719,1316.03,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.97
2021-01-27 13:23:09.132978,1316.03,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.95
2021-01-27 13:23:20.089451,1316.03,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:23:31.053076,1316.03,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:23:41.945696,1316.01,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:23:52.852213,1316.01,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:24:03.808722,1316.01,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:24:14.785541,1316.01,450.06,270.12,4863.51,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:24:25.679061,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.5,1447.91
2021-01-27 13:24:36.604415,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.91
2021-01-27 13:24:47.467536,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.91
2021-01-27 13:24:58.417576,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:09.431251,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:20.688297,1316.0,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:31.797785,1316.0,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:42.664778,1315.99,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:53.516061,1315.99,450.06,270.12,4863.5,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:04.531649,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.85
2021-01-27 13:26:15.552719,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:26.531068,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:37.389014,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.87
2021-01-27 13:26:48.345078,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.87
2021-01-27 13:26:59.593828,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:10.483849,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:21.682661,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:32.523239,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:43.725366,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:54.715805,1315.98,450.06,270.12,4863.37,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:28:05.752625,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.46,1447.82
